"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Pattnaik S.; Liew N.; Kures A.O.; Pinsky E.; Park K.","Pattnaik, Sarthak (58682222000); Liew, Natasya (59562947500); Kures, Ali Ozcan (59562445400); Pinsky, Eugene (6701518634); Park, Kathleen (7408066562)","58682222000; 59562947500; 59562445400; 6701518634; 7408066562","Catalyzing Supply Chain Evolution: A Comprehensive Examination of Artificial Intelligence Integration in Supply Chain Management †","2024","Engineering Proceedings","68","1","57","","","10","10.3390/engproc2024068057","https://www.scopus.com/pages/publications/85207468005?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207468005"
"Maharana S.","Maharana, Sudeept (59906782100)","59906782100","Consumer behavior and demand shocks: Role of panic buying, stockpiling, and shifts in consumer preferences","2025","Supply Chain Disruptions and Impact on Global Inflation","","","","85","113","0","10.4018/979-8-3373-1982-7.ch004","https://www.scopus.com/pages/publications/105011412796?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105011412796"
"Poo M.C.-P.; Qi B.","Poo, Mark Ching-Pong (57197705236); Qi, Baomin (57218923761)","57197705236; 57218923761","Review on the Applications of AI in Laboratory Experiments in Supply Chain Management Education","2023","2023 4th International Conference on Computers and Artificial Intelligence Technology, CAIT 2023","","","","110","114","1","10.1109/CAIT59945.2023.10468956","https://www.scopus.com/pages/publications/85190261197?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85190261197"
"Hidalgo Panez K.M.; Cuadrado Ramirez D.B.; Tocas Valero J.C.; Ruiz Parejas R.A.","Hidalgo Panez, Katherinne Melissa (60265166100); Cuadrado Ramirez, Dreysi Barbara (60265110600); Tocas Valero, Jeffrey Cristhian (60265166200); Ruiz Parejas, Ruben Angel (60265110700)","60265166100; 60265110600; 60265166200; 60265110700","Artificial intelligence optimizes supply chains in search of predictive and sustainable logistics","2025","Proceedings of 2025 International Symposium on Artificial Intelligence and Computational Social Sciences, AICSS 2025","","","","297","306","0","10.1145/3776759.3776806","https://www.scopus.com/pages/publications/105026443646?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026443646"
"Jaouhari A.E.; Kroumi M.; Arif J.; Jawab F.","Jaouhari, Asmae El (57788146700); Kroumi, Mohcine (60524644200); Arif, Jabir (44860956700); Jawab, Fouad (44861244000)","57788146700; 60524644200; 44860956700; 44861244000","A Systematic Literature Review on Artificial Intelligence Applications for Pharmaceutical Supply Chain Performance","2026","The Role of AI in Sustainable Supply Chain Management","","","","1","24","0","10.4018/979-8-3373-6645-6.ch001","https://www.scopus.com/pages/publications/105033838771?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105033838771"
"Cayli O.","Cayli, Osman (57205571203)","57205571203","Towards Adaptive Inventory Systems - A Hybrid Machine Learning Framework for Seasonal Demand and Order Optimization","2025","International Conference on Computer Science and Engineering, UBMK","","2025","","154","160","0","10.1109/UBMK67458.2025.11206922","https://www.scopus.com/pages/publications/105030843236?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105030843236"
"Lal S.P.; Borah A.; Pundir S.; Das L.; Srivastava D.","Lal, Sudhanand Prasad (57190620499); Borah, Abhinab (59405524000); Pundir, Sakshi (58162632600); Das, Leezamoni (59405893700); Srivastava, Diksha (59262479400)","57190620499; 59405524000; 58162632600; 59405893700; 59262479400","Origin and history of AI, IoT and blockchain technology and their pertinence in food supply chain management","2024","The Future of Agriculture: IoT, AI and Blockchain Technology for Sustainable Farming","","","","100","118","0","10.2174/9789815274349124010009","https://www.scopus.com/pages/publications/85208728634?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-85208728634"
"Shreekumar T.; Ramakrishna M.; Sadhana K.; Meghashree M.B.","Shreekumar, T. (57209476910); Ramakrishna, M. (58778308900); Sadhana, K. (59410537900); Meghashree, M.B. (60203239300)","57209476910; 58778308900; 59410537900; 60203239300","EcoChain: A Blockchain-Based Supply Chain Management","2026","Smart Innovation, Systems and Technologies","465 SIST","","","51","68","0","10.1007/978-3-032-12830-0_5","https://www.scopus.com/pages/publications/105029657501?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105029657501"
"Mittal S.; Koushik P.; Batra I.; Whig P.","Mittal, Sumit (59333378300); Koushik, Priyanka (59333388200); Batra, Iti (59153715100); Whig, Pawan (55878271900)","59333378300; 59333388200; 59153715100; 55878271900","AI-driven inventory management for optimizing operations with quantum computing","2024","Quantum Computing and Supply Chain Management: A New Era of Optimization","","","","125","140","13","10.4018/979-8-3693-4107-0.ch009","https://www.scopus.com/pages/publications/85204335834?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-85204335834"
"Bhanumathi M.; Swetha M.; Sivasakthi K.; Anish T.P.; Subhash S.; Subramanian S.R.S.","Bhanumathi, M. (16199493900); Swetha, M. (60110230400); Sivasakthi, K. (59999118300); Anish, T.P. (57665804200); Subhash, S. (60465314700); Subramanian, S. R. Siva (57210728855)","16199493900; 60110230400; 59999118300; 57665804200; 60465314700; 57210728855","Transforming Logistics and Supply Chains With AI: Opportunities and Barriers","2026","Revolutionizing Quick Commerce with AI Tools and Technologies","","","","251","274","0","10.4018/979-8-3373-3486-8.ch010","https://www.scopus.com/pages/publications/105032348535?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105032348535"
"Bachina L.P.; Anusha K.","Bachina, Lakshmi Priya (59544138700); Anusha, Kanagala (57211389201)","59544138700; 57211389201","The Sustainable Supply Chain: AI for Transparency and Efficiency in Eco-Conscious Business Practices","2025","Finance, Innovation and Corporate Sustainability: the Impact of Proactive Environmental Strategy on Firm Performance","","","","311","223","1","10.4324/9781003501121-20","https://www.scopus.com/pages/publications/105013916495?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105013916495"
"Badiy M.; Hamidi C.; Amounas F.; Khalf Z.; Gaou S.; Hessane A.","Badiy, Mohamed (57721701200); Hamidi, Charaf (59378165400); Amounas, Fatima (55367059700); Khalf, Zaynab (60652287500); Gaou, Salma (57194631586); Hessane, Abdelaaziz (57807939900)","57721701200; 59378165400; 55367059700; 60652287500; 57194631586; 57807939900","Ar tificial Intelligence in Sustainable Supply Chain Management","2026","Technological Innovation and Sustainability through AI: Cutting-Edge Solutions for a Sustainable Future","","","","233","252","0","10.1201/9781003649885-16","https://www.scopus.com/pages/publications/105040299995?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105040299995"
"Arias-Vargas M.; Sanchis R.; Poler R.","Arias-Vargas, Marco (58027013000); Sanchis, Raquel (26656124400); Poler, Raul (22734966200)","58027013000; 26656124400; 22734966200","Collaborative Forecasting with Reinforcement Learning to Enhance Resilience","2025","Proceedings of the 31st ICE IEEE/ITMC Conference on Engineering, Technology, and Innovation: AI-Driven Industrial Transformation: Digital Leadership in Technology, Engineering, Innovation and Entrepreneurship, ICE 2025","","","","","","0","10.1109/ICE/ITMC65658.2025.11106536","https://www.scopus.com/pages/publications/105015353972?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105015353972"
"Liu Z.; Zhao N.; Kim S.H.; Tadres K.; Dejanov N.; Rasasane N.","Liu, Zihao (60124920500); Zhao, Naina (60168528400); Kim, Sue Han (60168734400); Tadres, Kerlous (60168734500); Dejanov, Niki (60169752400); Rasasane, Nastaezja (60168935000)","60124920500; 60168528400; 60168734400; 60168734500; 60169752400; 60168935000","Integrative Framework to Enhance Supply Chain Resilience through Advanced Forecasting Anomaly Detection and Optimized Resource Allocation","2025","Proceedings of 10th International Conference on Cyber Security and Information Engineering, ICCSIE 2025","","","","40","44","0","10.1145/3759179.3759185","https://www.scopus.com/pages/publications/105021002218?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105021002218"
"Li F.; Fan Y.; Kishimzhan Z.; Wang X.; Abdykadyrov K.Zh.","Li, Fumin (60614947200); Fan, Yunqi (60614760800); Kishimzhan, Zhakshylykova (60614467300); Wang, Xiaojiao (59917076800); Abdykadyrov, Kalybek Zh. (57191175980)","60614947200; 60614760800; 60614467300; 59917076800; 57191175980","An Informatics-Enabled Logistics Service System for Cross-Border Medical E-Commerce: Evidence from China–Kyrgyzstan Collaboration","2026","Journal of Logistics, Informatics and Service Science","13","5","","38","48","0","10.33168/JLISS.2026.0503","https://www.scopus.com/pages/publications/105037815854?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105037815854"
"Ponte B.; Ruano L.; Pino R.; De Fuentela D.","Ponte, Borja (56029133100); Ruano, Laura (56644574200); Pino, Raúl (7006690508); De Fuentela, David (56644995400)","56029133100; 56644574200; 7006690508; 56644995400","The Bullwhip effect in water demand management: Taming it through an artificial neural networks-based system","2015","Journal of Water Supply: Research and Technology - AQUA","64","3","","290","301","4","10.2166/aqua.2015.087","https://www.scopus.com/pages/publications/84929324613?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84929324613"
"Shivanjali; Singh M.","Shivanjali (57210916338); Singh, Mitushi (57210918900)","57210916338; 57210918900","Digital Transformation in Supply Chain: Contemporary Applications, Strategic Contributions, and Emerging Challenges","2025","Digital Transformation of Business World: A Managerial Perspective","","","","131","147","0","10.1108/978-1-83662-046-420251009","https://www.scopus.com/pages/publications/105024504186?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105024504186"
"Sathish T.; Teja Y.A.; Arunachalam S.J.","Sathish, T. (56736457800); Teja, Yelchuri Akhil (60046198800); Arunachalam, S. Jothi (59151132200)","56736457800; 60046198800; 59151132200","Resolving challenges in materials requirements prediction through IOM and RM approaches","2025","AIP Conference Proceedings","3300","1","020001","","","0","10.1063/5.0277181","https://www.scopus.com/pages/publications/105013364083?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105013364083"
"Aktas E.; Chomachaei F.; Golmohammadi D.","Aktas, Emel (14059584200); Chomachaei, Fahimeh (58500300100); Golmohammadi, Davood (24528216400)","14059584200; 58500300100; 24528216400","Life Cycle Prediction: A Comparison of Methods for a Lighting Products Retailer","2025","IEEE Transactions on Engineering Management","72","","","3584","3598","0","10.1109/TEM.2025.3597475","https://www.scopus.com/pages/publications/105013503369?origin=resultslist","Article","Final","","Scopus","2-s2.0-105013503369"
"Ding H.; Song X.; Dong G.; Zhang X.; Wang C.; Cui X.; Hou H.; Huang H.; Xu S.; Han Y.; Yang Y.","Ding, Haohan (57191755597); Song, Xiaodong (59521328200); Dong, Guanjun (59724766700); Zhang, Xueru (59781078900); Wang, Chao (57222072453); Cui, Xiaohui (57195974967); Hou, Haoke (59527059700); Huang, Huadi (59781536100); Xu, Shijie (60286769300); Han, Yu (59718477300); Yang, Yinghao (60176307800)","57191755597; 59521328200; 59724766700; 59781078900; 57222072453; 57195974967; 59527059700; 59781536100; 60286769300; 59718477300; 60176307800","Applications and Prospects of Artificial Intelligence in the Food Industry; [人工智能在食品产业中的应用及展望]","2025","Journal of Chinese Institute of Food Science and Technology","25","10","","397","412","0","10.16429/j.1009-7848.2025.10.035","https://www.scopus.com/pages/publications/105026840061?origin=resultslist","Article","Final","","Scopus","2-s2.0-105026840061"
"Sharma T.; Ojha M.K.","Sharma, Tanmay (59398140900); Ojha, Manish Kumar (57208641590)","59398140900; 57208641590","Integration of IoT & Blockchain Using AI for Optimizing Multi-Echelon Inventory System","2025","2025 3rd International Conference on Communication, Security, and Artificial Intelligence, ICCSAI 2025","","","","63","69","0","10.1109/ICCSAI64074.2025.11063820","https://www.scopus.com/pages/publications/105012128960?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105012128960"
"Bertila A.; Raghuveer K.; Chandhok S.; Parida P.; Pirakatheeswari P.; Ponni Valavan M.","Bertila, A. (59789589900); Raghuveer, K. (57419607800); Chandhok, Shuchita (57550686800); Parida, Prasanta (58364020200); Pirakatheeswari, P. (59789590000); Ponni Valavan, M. (59129866900)","59789589900; 57419607800; 57550686800; 58364020200; 59789590000; 59129866900","Leveraging Reinforcement Learning and Blockchain Technology for Enhanced Supply Chain Management Efficiency and Transparency","2024","2nd IEEE International Conference on Innovations in High-Speed Communication and Signal Processing, IHCSP 2024","","","","","","0","10.1109/IHCSP63227.2024.10960012","https://www.scopus.com/pages/publications/105004560037?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105004560037"
